Nome,Ano de entrada em operação,Tensão (kV),Agente,OBJECTID,Longitude,Latitude,x,y
SE Miramar II,2016,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,468,-48.48680384,-1.41100717,-48.48680384299996,-1.411007174999952
SE Guarita,-,230/69/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,469,-53.57068537,-27.61251815,-53.57068537099997,-27.61251815399993
SE Canoas 1,-,230/23,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,470,-51.19050203,-29.94851908,-51.19050202699998,-29.948519075999968
SE Complexo Industrial Automotivo de Gravataí,-,230/23,CEEE GT,471,-50.915563,-29.934883,-50.91556299999996,-29.934882999999957
SE Campo Comprido,-,"230/69/13,8",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,472,-49.369521,-25.431119,-49.36952099999996,-25.431118999999967
SE Siderúrgica Guaíra,-,230,-,473,-49.4202,-25.566005,-49.420199999999966,-25.56600499999996
SE Santa Quitéria,2014,"230/69/13,8",CAIUÁ TRANSMISSORA - CAIUÁ TRANSMISSORA DE ENERGIA S.A,474,-49.311809,-25.461107,-49.31180899999998,-25.46110699999997
SE Salto Caxias (Governador José Richa),1999,500,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,475,-53.4979,-25.543216,-53.49789999999996,-25.543215999999973
SE Imperatriz,-,"500/230/69/13,8",ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,476,-47.47411745,-5.42271886,-47.47411745399995,-5.422718864999979
SE São Luís I,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,477,-44.255196,-2.559949,-44.255195999999955,-2.5599489999999605
SE São Luís III,2010,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,478,-44.171464,-2.517166,-44.17146399999996,-2.5171659999999747
SE Uruguaiana 5,-,230/69,CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,479,-57.00402708,-29.8068849,-57.00402707599994,-29.806884904999947
SE Anhanguera,-,230/138/69,CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,480,-49.235292,-16.790699,-49.23529199999996,-16.79069899999996
SE Goiânia Leste,-,"230/13,8",CELG - GT - CELG GERAÇÃO E TRANSMISSÃO S/A,481,-49.235896,-16.683882,-49.23589599999997,-16.683881999999926
SE Carbocloro,2004,"230/138/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,482,-46.4143,-23.867119,-46.41429999999997,-23.867118999999946
SE Petrobras Cubatão,2009,230,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,483,-46.43136457,-23.87458234,-46.431364566999946,-23.87458233899997
SE Bom Jesus da Lapa,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,484,-43.352312,-13.30629,-43.35231199999998,-13.306289999999933
SE João Monlevade 2,-,230/69,CEMIG - Companhia Energética de Minas Gerais,485,-43.13470677,-19.81679041,-43.13470676999998,-19.816790410999943
SE Joairam,2006,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,486,-34.981106,-8.081426,-34.981105999999954,-8.081425999999965
SE Brasnorte,2009,230/138,BRASNORTE - BRASNORTE TRANSMISSORA DE ENERGIA S.A.,487,-58.069265,-12.875616,-58.06926499999997,-12.87561599999998
SE Coteminas,2009,"230/13,8",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,488,-35.895701,-7.280042,-35.895700999999974,-7.28004199999998
SE Cotegipe,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,489,-38.42208537,-12.79434602,-38.42208537099998,-12.794346021999957
SE Peritoró,-,230/69,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,490,-44.33094411,-4.36840975,-44.33094410699994,-4.368409749999955
SE Repar,2009,230/69,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,491,-49.362705,-25.579514,-49.36270499999995,-25.57951399999996
SE UTE Fernando Gasparian,-,"230/13,8",PETROBRAS - Petroleo Brasileiro S.A,492,-46.67870354,-23.69933829,-46.67870354499996,-23.699338285999943
SE Ford,-,"230/13,8",AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,493,-38.276895,-12.669555,-38.27689499999997,-12.669554999999946
SE Itagibá,2009,230,AFLUENTE TRANSMISSÃO - Afluente Transmissão de Energia Elétrica SA,494,-39.716492,-14.234837,-39.71649199999996,-14.23483699999997
SE Goianinha,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,495,-35.08879,-7.58836,-35.08878999999996,-7.588359999999966
SE Usiminas,-,230,-,496,-42.547803,-19.484756,-42.54780299999993,-19.484755999999948
SE Itabaianinha,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,497,-37.71873395,-11.28816433,-37.71873394599993,-11.288164331999951
SE UHE Itapebi,2003,"230/13,8",AHE ITAPEBI - ITAPEBI GERAÇÃO DE ENERGIA S.A,498,-39.584649,-15.969452,-39.584648999999956,-15.969451999999933
SE UTE Atlântico,2011,"500/138/13,8",CSA - Thyssenkrupp CSA Siderurgica do Atlântico,499,-43.742659,-22.90851,-43.742658999999946,-22.90850999999998
SE Zona Oeste,2011,500/138,FURNAS - Furnas Centrais Elétricas S.A.,500,-43.71377651,-22.8737167,-43.71377650799997,-22.873716696999963
SE Rio Verde,1975,230/138,FURNAS - Furnas Centrais Elétricas S.A.,501,-50.883696,-17.761175,-50.883695999999986,-17.76117499999998
SE Rio do Sul,2007,230/138,STC - STC - Sistema de Transmissão Catarinense S.A.,502,-49.60897983,-27.16385655,-49.60897983099994,-27.163856548999945
SE Verona,2010,230/138,ETES - EMPRESA DE TRANSMISSÃO DO ESPÍRITO SANTO S.A.,503,-40.454342,-18.743473,-40.45434199999994,-18.743472999999938
SE Missões,-,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,504,-54.932692,-28.388359,-54.932691999999975,-28.38835899999998
SE Sabará 3,2007,"230/13,8",ANGLOGOLD ASHANTI - ANGLOGOLD ASHANTI CÓRREGO DO SÍTIO MINERAÇÃO SA,505,-43.73569761,-19.86751521,-43.73569760799995,-19.86751520599995
SE Santo Angelo,-,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,506,-54.326067,-28.279768,-54.326066999999966,-28.279767999999933
SE Sinop,-,230/138,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,507,-55.521638,-11.984033,-55.52163799999994,-11.984032999999954
SE Teresina II,-,500/230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,508,-42.726012,-5.257937,-42.72601199999997,-5.25793699999997
SE UTE Uruguaiana,-,230,AES URUGUAIANA - AES Uruguaiana Ltda.,509,-56.999018,-29.764481,-56.99901799999998,-29.764480999999932
SE UHE Boa Esperança,1970,"230/69/13,8",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,510,-43.56697,-6.747786,-43.56696999999997,-6.747785999999962
SE UTE Fortaleza,2003,"230/13,8",CGTF - Central Geradora Termelétrica Fortaleza S.A,511,-38.86480266,-3.68220904,-38.86480265599994,-3.682209043999933
SE UHE Governador Bento Munhoz da Rocha Netto,1980,"500/16,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,512,-51.669157,-26.006926,-51.669156999999984,-26.006925999999964
SE UHE Furnas,1963,"345/138/15/13,8",FURNAS - Furnas Centrais Elétricas S.A.,513,-46.31915,-20.66678,-46.31914999999998,-20.66677999999996
SE UHE Jaguara,1971,"345/138/13,8",CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,514,-47.438129,-20.019145,-47.43812899999995,-20.01914499999998
SE UTE Mario Lago,2001,"345/13,8",PETROBRAS - Petroleo Brasileiro S.A,515,-41.87641,-22.307885,-41.876409999999964,-22.307884999999942
SE UTE Norte Fluminense,-,345,EDF (Electricité de France),516,-41.879597,-22.303306,-41.87959699999993,-22.303305999999964
SE UTE Viana,2010,"345/13,8",TEVISA - TERMELÉTRICA VIANA S.A,517,-40.437162,-20.379027,-40.437161999999944,-20.37902699999995
SE Resende,2009,500/138,FURNAS - Furnas Centrais Elétricas S.A.,518,-44.515064,-22.500805,-44.51506399999994,-22.500804999999957
SE UHE Manso,2000,"230/13,8",FURNAS - Furnas Centrais Elétricas S.A.,519,-55.789015,-14.872788,-55.78901499999995,-14.872787999999957
SE UHE Peixe Angical,2006,"500/138/13,8",ENERPEIXE - Enerpeixe S.A.,520,-48.392584,-12.227442,-48.39258399999994,-12.22744199999994
SE Presidente Figueiredo,1998,"230/13,8",AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,521,-59.931728,-2.05071,-59.931727999999964,-2.050709999999981
SE Gravataí,1993,525/230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,522,-51.06315202,-29.88196939,-51.06315202099995,-29.88196938599998
SE Jaguarari,-,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,523,-39.85816098,-9.8657618,-39.85816098099997,-9.86576180399993
SE Margem Direita,-,500/220,ITAIPU - ITAIPU Binacional,524,-54.60896536,-25.41944699,-54.60896535799998,-25.41944699299995
SE São Bento Mineração,-,230,-,525,-43.47633213,-19.96873095,-43.47633213199998,-19.968730946999926
SE Solvay,2011,440/88,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,526,-46.374605,-23.768981,-46.374604999999974,-23.76898099999994
SE Juína,2011,230/138,EBTE TRA - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A,527,-58.74172779,-11.29302015,-58.74172778999997,-11.293020153999976
SE UHE Dardanelos,2011,"230/34,5/13,8",AGUAS DA PEDRA - ENERGETICA AGUAS DA PEDRA S.A.,528,-59.442883,-10.159843,-59.44288299999994,-10.159842999999967
SE Juba,2009,230/138,BRASNORTE - BRASNORTE TRANSMISSORA DE ENERGIA S.A.,529,-57.914673,-14.835542,-57.91467299999994,-14.835541999999975
SE Várzea Grande 2,2012,230/138,ETVG - EMPRESA DE TRANSMISSAO DE VARZEA GRANDE SA ETVG,530,-56.186346,-15.712022,-56.18634599999996,-15.712021999999934
SE Parecis,2011,230/138,EBTE TRA - EMPRESA BRASILEIRA DE TRANSMISSÃO DE ENERGIA S.A,531,-58.96393551,-13.07190607,-58.963935505999984,-13.071906073999969
SE UTE Cristiano Rocha,2006,230,Multiner S.A.,532,-60.032,-2.893,-60.03199999999998,-2.8929999999999723
SE Mauá III,2014,230/138/69,AMAZONAS GT - AMAZONAS GERAÇÃO E TRANSMISSÃO DE ENERGIA SA,533,-59.93068814,-3.11736528,-59.93068814299994,-3.11736528199998
SE Inocência,2011,230/138,ITATIM - Linhas de Transmissão Itatim Ldta,534,-51.40034823,-19.65233672,-51.40034823499997,-19.652336721999973
SE Ilha Solteira 2,2011,440/230,ITATIM - Linhas de Transmissão Itatim Ldta,535,-51.41715437,-20.31983383,-51.417154367999956,-20.319833830999983
SE Mauá,2012,"230/34,5",COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,536,-50.692616,-24.040113,-50.69261599999993,-24.040112999999963
SE Foz do Iguaçu Norte,2009,230/138,ATE VII - ATE VII - FOZ DO IGUAÇU TRANSMISSORA DE ENERGIA S.A.,537,-54.54451,-25.487949,-54.544509999999946,-25.487948999999958
SE UHE Santo Antonio do Jari,2014,230,-,538,-52.5171,-0.651794,-52.51709999999997,-0.6517939999999385
SE UHE Ferreira Gomes,2014,230,-,539,-51.19611567,0.8604738,-51.19611567499993,0.8604738000000225
SE Xinguara II,2013,230/138,ATLANTICO - ATLANTICO CONCESSIONARIA DE TRANSMISSAO DE ENERGIA DO BRASIL,540,-49.92118778,-7.07292054,-49.921187775999954,-7.072920544999931
SE Castanhal,2012,230/138,ERTE - Empresa Regional de Transmissão de Energia S.A.,541,-47.78671161,-1.29576642,-47.786711611999976,-1.2957664159999354
SE Marabá (Celpa),-,230,Celpa,542,-49.082767,-5.341783,-49.08276699999993,-5.341782999999964
SE Alumar,-,230,-,543,-44.32947882,-2.70230991,-44.32947881599995,-2.702309914999944
SE Pecém II,2013,500/230,TDG DELMIRO GOUVEIA - TDG TRANSMISSORA DELMIRO GOUVEIA SA,544,-38.87326557,-3.60070608,-38.873265566999976,-3.6007060809999416
SE Trairí,2013,"230/34,5",EOL TRAIRÍ - Central Eólica Trairí SA,545,-39.295835,-3.24194759,-39.29583499599994,-3.241947588999949
SE Quirinópolis 2,2011,230/138,TRANSENER RENOVAVEL - Transenergia Renovável S.A.,546,-50.577171,-18.48532,-50.577170999999964,-18.485319999999945
SE Barra dos Coqueiros,2009,230,COQUEIROS TRA - COQUEIROS TRANSMISSORA DE ENRGIA LTDA,547,-50.986382,-18.72801,-50.986381999999935,-18.728009999999927
SE UHE Caçu,2010,"230/13,8",GERDAU SA - Gerdau Acos Longos SA,548,-51.147741,-18.533552,-51.14774099999994,-18.53355199999993
SE Itaguaçu,2009,500/230,COQUEIROS TRA - COQUEIROS TRANSMISSORA DE ENRGIA LTDA,549,-50.670648,-19.008121,-50.67064799999997,-19.00812099999996
SE Aquiraz II,2013,230/69,TDG DELMIRO GOUVEIA - TDG TRANSMISSORA DELMIRO GOUVEIA SA,550,-38.401518,-3.92758,-38.40151799999995,-3.9275799999999776
SE Edéia,2012,230/138,TRANSENER RENOVAVEL - Transenergia Renovável S.A.,551,-49.911295,-17.297255,-49.91129499999994,-17.29725499999995
SE UHE São Salvador,2009,"230/13,8",ENGIE - ENGIE BRASIL ENERGIA SA,552,-48.23522,-12.802677,-48.23521999999997,-12.80267699999996
SE UHE Estreito,2011,"500/13,8",CE ESTREITO - Companhia Energética Estreito,553,-47.460699,-6.582653,-47.46069899999998,-6.582652999999937
SE UTE Suzano,2014,"230/34,5",SUZANO - Suzano Papel e Celulose SA,554,-47.563461,-5.414823,-47.56346099999996,-5.414822999999956
SE Geranorte,2010,"230/13,8",GERA MARANHAO - Gera Maranhão Geradora de Energia do Maranhão SA,555,-44.557054,-3.566335,-44.55705399999994,-3.566334999999981
SE Santo Antonio dos Lopes,2012,500,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,556,-44.35107998,-4.82132507,-44.35107998199993,-4.821325073999958
SE Quixeré,2014,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,557,-37.785397,-5.034784,-37.78539699999993,-5.034783999999945
SE UEE Formosa,2009,230,-,558,-41.03130617,-2.9186591,-41.03130617399995,-2.918659095999942
SE Massapê II,2009,230,SIIF - Siif Enèrgies do Brasil Ltda,559,-40.342843,-3.562812,-40.34284299999996,-3.5628119999999512
SE UEE Icaraizinho,2009,230,-,560,-39.67895157,-3.01888241,-39.67895157399994,-3.018882410999936
SE Floresta II,2014,230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,561,-38.34236757,-8.74901627,-38.34236757499997,-8.74901627099996
SE Tacaratu,2014,"230/34,5",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,562,-38.132565,-9.059572,-38.13256499999994,-9.059571999999946
SE Icaraí,2014,"230/34,5",EOL ICARAÍ I - Central Geradora Eólica Icaraí I SA,563,-39.60164308,-3.09505949,-39.60164308099996,-3.0950594869999577
SE Faísa,2014,"230/34,5",EOL FAÍSA I - Eólica Faísa I Geração e Comercialização de Energia SA,564,-39.26042,-3.341375,-39.260419999999954,-3.341374999999971
SE UTGN Jesus Soares Pereira,2008,230/18,PETROBRAS - Petroleo Brasileiro S.A,565,-36.81941348,-5.38065935,-36.81941348399994,-5.380659351999952
SE Natal III,2012,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,566,-35.317336,-5.871564,-35.317335999999955,-5.871563999999978
SE Areia Branca,2014,"230/34,5",EOL MAR E TERRA - Eólica Mar e Terra Geração e Comercialização,567,-36.91629289,-4.96382843,-36.916292891999944,-4.963828426999953
SE Miassaba 3,2014,"230/34,5",BRASVENTOS MIASSABA - Brasventos Miassaba 3 Geradora de Energia SA,568,-36.4900276,-5.14731868,-36.49002759599995,-5.147318684999959
SE União dos Ventos,2014,"230/69/34,5",EOL POTIGUAR - Energia Potiguar Geradora Eólica SA,569,-35.8863304,-5.09343056,-35.88633039699994,-5.09343056299997
SE Norfil,2014,230,TAESA - TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S A,570,-34.900439,-7.195936,-34.90043899999995,-7.195935999999961
SE Rio Brilhante,2010,230/138,BRILHANTE - Brilhante Transmissora de Energia Ltda,571,-53.818454,-21.540157,-53.818453999999974,-21.540156999999965
SE Umuarama Sul,2014,230/138,COSTA OESTE - COSTA OESTE TRANSMISSORA DE ENERGIA SA,572,-53.2867696,-23.79267122,-53.28676960299998,-23.792671223999946
SE Cascavel Norte,2014,230/138,CAIUÁ TRANSMISSORA - CAIUÁ TRANSMISSORA DE ENERGIA S.A,573,-53.448101,-24.88369,-53.44810099999995,-24.883689999999945
SE Cerro Chato,2011,"230/34,5",CERRO CHATO 1 - EOLICA CERRO CHATO I S.A.,574,-55.70540105,-30.81444379,-55.705401053999935,-30.81444379499993
SE Energia Pecém,2010,230,PORTO PECEM - Porto Pecem Geracao de Energia SA,575,-38.872653,-3.582011,-38.87265299999996,-3.582010999999966
SE UTE Termoceará,2002,"230/13,8",PETROBRAS - Petroleo Brasileiro S.A,576,-38.87152651,-3.69371037,-38.87152650699994,-3.6937103729999308
SE Carcará II,2014,230,CARCARÁ II - Usina de Energia Eólica Carcará II S.A.,577,-36.99659722,-4.98157371,-36.996597219999956,-4.981573710999953
SE Galinhos,2014,"230/34,5",BRASVENTOS EOLO - Brasventos Eolo Gerador de Energia S.A,578,-36.163675,-5.116888,-36.163674999999955,-5.11688799999996
SE Alegria,2011,"230/34,5",NEW ENERGY - New Energy Options Ltda,579,-36.383187,-5.12441,-36.383186999999964,-5.124409999999955
SE Ijuí 2,2013,230,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,580,-53.903695,-28.363766,-53.90369499999997,-28.36376599999994
SE Epasa,2010,230,EPASA - CENTRAIS ELÉTRICAS DA PARAÍBA S.A,581,-34.921304,-7.20805454,-34.921303999999964,-7.208054544999925
SE Aldeia,2009,230,EPESA - CENTRAIS ELÉTRICAS DE PERNAMBUCO S.A.,582,-35.018316,-7.858701,-35.01831599999997,-7.8587009999999395
SE Angelim II,-,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,583,-36.297511,-8.895409,-36.29751099999993,-8.895408999999972
SE Suape III,2012,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,584,-35.016005,-8.397551,-35.01600499999995,-8.397550999999964
SE Termopernambuco,2004,230/18,TERMOPERNAMBUCO - Termopernambuco S/A,585,-34.968779,-8.404373,-34.968778999999984,-8.404372999999964
SE UTE Suape II,2013,"230/13,8",SUAPE II - Energética Suape II S.A.,586,-35.025787,-8.357687,-35.02578699999998,-8.357686999999942
SE Abreu e Lima,2014,"230/69/13,8",RNEST - Refinaria Abreu e Lima SA RNEST,587,-35.03185247,-8.37364308,-35.03185247299996,-8.373643080999955
SE Maceió (Napoleão Moreira),-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,588,-35.785495,-9.578838,-35.78549499999997,-9.578837999999962
SE Zebu,-,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,589,-38.201065,-9.357936,-38.20106499999997,-9.357935999999938
SE Caxias 6,2012,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,590,-51.12291059,-29.16186179,-51.12291058899996,-29.161861789999932
SE UHE Pedra do Cavalo,2004,"230/13,8",Votorantim CimentosVOTORANTIM CIMENTOS - Votorantim Cimentos Ltda.,591,-38.997823,-12.587414,-38.99782299999998,-12.587413999999967
SE Nova Petrópolis 2,2012,230/69,ELETROSUL - ELETROSUL Centrais Elétricas S.A.,592,-51.00538524,-29.35211565,-51.00538524499996,-29.352115650999963
SE UTE Muricy,2009,"230/13,8",PETROBRAS - Petroleo Brasileiro S.A,593,-38.27775159,-12.66311291,-38.27775158999998,-12.663112913999953
SE Pólo,2009,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,594,-38.2741047,-12.65924746,-38.27410469599994,-12.659247463999975
SE UTE Arembepe,2010,230,Petrobras,595,-38.302533,-12.69077,-38.30253299999998,-12.69076999999993
SE Global,2010,230,CANDEIAS - CANDEIAS ENERGIA S.A.,596,-38.48172234,-12.7279125,-38.481722340999966,-12.727912499999945
SE UTE Celso Furtado,2002,230/21,PETROBRAS - Petroleo Brasileiro S.A,597,-38.57118651,-12.70318296,-38.57118650799998,-12.703182960999982
SE Scharlau 2,2010,230/138,IES - INTERLIGAÇÃO ELÉTRICA SUL S.A,598,-51.15097318,-29.71733177,-51.15097317999994,-29.717331772999955
SE Castertech,2009,"230/13,8",CEEE GT - Companhia Estadual de Geração e Transmissão de Energia Elétrica,599,-51.14797964,-29.14636948,-51.147979642999985,-29.146369483999933
SE Lagoa dos Barros,2006,"230/34,5",VENTOS DO SUL - Ventos do Sul Energia S.A.,600,-50.29461792,-29.9613765,-50.294617915999936,-29.961376495999957
SE Baguari,2009,230,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,601,-42.123286,-19.013205,-42.12328599999995,-19.01320499999997
SE Gaspar 2,2015,230/138,ETSE - ETSE - EMPRESA DE TRANSMISSÃO SERRANA S.A,602,-49.02139412,-26.87463499,-49.02139411699994,-26.87463498799997
SE Chapadinha II,2020,230/69,EDP MA II - EDP TRANSMISSÃO MA II S.A.,603,-43.4071778,-3.79648561,-43.40717780199998,-3.796485605999976
SE Santos Dumont 2,2013,345/138,ESDE - Empresa Santos Dumont de Energia S.A.,604,-43.534293,-21.474313,-43.534292999999934,-21.47431299999994
SE UHE Itutinga,1987,345/138,CEMIG - Companhia Energética de Minas Gerais,605,-44.624866,-21.293008,-44.62486599999994,-21.29300799999993
SE Acaraú III,2019,500/230,ARGO - Argo Transmissão de Energia SA,606,-40.10551217,-2.93578047,-40.10551216999994,-2.9357804699999406
SE Bacabeira,2019,500,ARGO - Argo Transmissão de Energia SA,607,-44.29611665,-3.02114832,-44.29611664699996,-3.021148321999931
SE Parnaíba III,2019,500/230,ARGO - Argo Transmissão de Energia SA,608,-41.76443438,-3.12381147,-41.76443437699993,-3.123811474999968
SE Tianguá II,2019,500/230,ARGO - Argo Transmissão de Energia SA,609,-41.02945861,-3.77197535,-41.02945861499995,-3.7719753529999593
SE Ibiapina II,2016,500/230,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,610,-41.18840428,-3.89944502,-41.18840427899994,-3.8994450199999733
SE Ourolândia II,2018,500/230,TJMME - TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE S.A.,611,-41.33972081,-10.8744055,-41.339720806999935,-10.874405500999956
SE Milagres II,2020,500,GIOVANNI - GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S A,612,-38.924601,-7.344309,-38.92460099999994,-7.344308999999953
SE Buritirama,2020,500,EQUATORIAL 2 - Equatorial Transmissora 2 SPE SA,613,-44.031349,-10.60020951,-44.03134899599996,-10.600209506999931
SE Curral Novo do Piauí II,2015,500/230,IRACEMA - IRACEMA TRANSMISSORA DE ENRGIA S.A,614,-40.6386838,-8.03407875,-40.63868379999997,-8.034078749999935
SE Governador Valadares 6,2020,500/230,PARAÍSO TPE - TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,615,-41.9719281,-18.80961054,-41.971928101999936,-18.80961053799996
SE UHE Garibaldi,2013,"230/13,8",RIO CANOAS - RIO CANOAS ENERGIA SA,616,-51.00347319,-27.6368872,-51.00347319399998,-27.636887196999965
SE Terminal Rio,2019,800/500,XRTE - XINGU RIO TRANSMISSORA DE ENERGIA S.A.,617,-43.76939559,-22.6544702,-43.769395594999935,-22.65447020399995
SE Linhares,2018,230/138,FURNAS - Furnas Centrais Elétricas S.A.,618,-40.10690367,-19.4027047,-40.10690366699998,-19.402704700999948
SE São Mateus 2,2018,230/138,-,619,-39.89212286,-18.75493805,-39.89212286099996,-18.75493805499997
SE GV do Brasil,2015,"230/34,5/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,620,-45.41080432,-22.92232322,-45.410804316999986,-22.92232322199993
SE Toyota,2012,"230/13,8",CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,621,-47.45723854,-23.37988136,-47.45723853599998,-23.37988136499996
SE Castertech 2,-,230,-,622,-51.15756043,-29.14779968,-51.15756042899994,-29.14779968299996
SE CBA 1,-,230,-,623,-47.26432318,-23.53772881,-47.26432318299993,-23.537728809999976
SE Baixada Fluminense,2013,500,FURNAS - Furnas Centrais Elétricas S.A.,624,-43.64362648,-22.72030947,-43.64362648499997,-22.72030946899997
SE UHE Baixo Iguaçu,2019,230,BAIXO IGUAÇU - CONSORCIO EMPREENDEDOR BAIXO IGUACU,625,-53.67796585,-25.50852139,-53.677965847999985,-25.508521385999927
SE Teixeira de Freitas II,2019,230/138,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,626,-39.73031415,-17.56981143,-39.730314145999955,-17.569811433999973
SE Pindaí II,2015,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,627,-42.61742192,-14.41865601,-42.61742191999997,-14.418656011999929
SE Lajeado 3,2019,230/69,SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.,628,-51.90204686,-29.43728179,-51.902046860999974,-29.43728178699996
SE Mossoró IV,2017,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,629,-37.29127798,-4.85397757,-37.29127798299993,-4.8539775719999625
SE Candelária 2,2020,230/69,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,630,-52.79558388,-29.64947258,-52.79558387599997,-29.649472576999983
SE Restinga,2018,230/69,TESB - TRANSMISSORA DE ENERGIA SUL BRASIL,631,-51.16358525,-30.12430058,-51.16358524799995,-30.124300584999958
SE Chapada III,2016,"230/34,5",VENTOS DE ST JOANA I - VENTOS DE SANTA JOANA I ENERGIAS RENOVAVEIS S.A,632,-40.68301499,-7.39099364,-40.68301499299997,-7.390993635999962
SE Chapada I,2015,230/138,VSJ II - VENTOS DE SANTA JOANA II ENERGIAS RENOVAVEIS S.A.,633,-40.71568936,-7.56211046,-40.71568935799996,-7.5621104649999324
SE Chapada II,2015,"230/34,5",VSJIX - VENTOS DE SANTA JOANA IX ENERGIAS RENOVÁVEIS S.A.,634,-40.75836223,-7.47613296,-40.75836223199997,-7.476132962999941
SE Touros,2017,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,635,-35.65671445,-5.18181464,-35.656714447999946,-5.181814636999945
SE Lagoa Nova II,2015,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,636,-36.52533204,-6.06195023,-36.52533203599995,-6.061950231999958
SE Rio Grande II,2017,230/138,SPEDRO - SAO PEDRO TRANSMISSORA DE ENERGIA S/A,637,-45.49076594,-12.84397899,-45.490765936999935,-12.843978987999947
SE Vega do Sul,-,230,-,638,-48.63030456,-26.29200921,-48.63030455699993,-26.292009210999936
SE Piracicaba,2015,440/138,CPFL PIRACICABA - CPFL TRANSMISSÃO PIRACICABA SA,639,-47.57119747,-22.63435464,-47.57119746899997,-22.63435464099996
SE Araripe III,2016,230,V SANTO AUGUSTO I - VENTOS DE SANTO AUGUSTO I ENERGIA RENOVÁVEIS S.A.,640,-40.67623217,-7.77134399,-40.67623216699997,-7.771343988999945
SE Campo Formoso,2015,"230/34,5",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,641,-40.61325082,-10.58423848,-40.61325081599995,-10.584238476999928
SE Klabin Monte Alegre,-,"230/34,5",KLABIN - Klabin SA,642,-50.60165463,-24.29153939,-50.60165463499993,-24.291539390999958
