Nome,Ano de entrada em operação,Tensão (kV),Agente,OBJECTID,Longitude,Latitude,x,y
SE Igaporã II,2014,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,643,-42.62471909,-14.03024543,-42.624719089999985,-14.030245426999954
SE Tabocas do Brejo Velho,2017,"230/34,5",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,644,-44.10760183,-12.58366651,-44.10760183199994,-12.583666507999965
SE Parnaíba,2013,500,PARNAIBA I GERAÇÃO - Parnaíba I Geração de Energia S.A.,645,-44.35245685,-4.82075455,-44.352456848999964,-4.8207545489999575
SE Jaboatão II,2018,230/69,CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,646,-34.986276,-8.17808656,-34.986276000999965,-8.178086563999955
SE Riachão,2015,"230/34,5",QUEIROZ GALVÃO - Queiroz Galvão Energética S.A.,647,-35.444508,-5.552206,-35.444507999999985,-5.552205999999956
SE UTE Porto do Itaqui,2013,230/19,ITAQUI GERACAO - ITAQUI GERACAO DE ENERGIA S/A,648,-44.33723479,-2.58912435,-44.33723478799993,-2.5891243509999526
SE Cimentos Portland,-,230,-,649,-49.31783772,-25.20080871,-49.317837715999985,-25.200808713999947
SE Taíba,2014,"230/34,5",TAÍBA ÁGUIA - Central Geradora Eólica Taíba Águia SA,650,-38.88855898,-3.54657916,-38.88855898099996,-3.5465791569999396
SE Replan,2016,440/138,CTEEP - Companhia de Transmissão de Energia Elétrica Paulista,651,-47.112452,-22.735032,-47.11245199999996,-22.735031999999933
SE UTE Pernambuco III,2013,"230/13,8",UTE PERNAMBUCO III - TERMELÉTRICA PERNAMBUCO III S.A.,652,-35.01989144,-7.86360203,-35.01989143999998,-7.863602030999971
SE UTE Campina Grande,-,"230/13,8",BORBOREMA ENERGETICA - Borborema Energética S.A.,653,-35.90840799,-7.29533855,-35.90840799099993,-7.2953385489999505
SE Nova Era Silicon,-,230,-,654,-43.03375591,-19.58729781,-43.03375590999997,-19.58729780899995
SE UTE Euzébio da Rocha,2009,"230/13,8",PETROBRAS - Petroleo Brasileiro S.A,655,-46.43205327,-23.8749343,-46.43205327399994,-23.874934303999964
SE UTE Piratininga,1954,230,BSE - Baixada Santista Energia S.A.,656,-46.6777821,-23.69959559,-46.67778210199998,-23.699595589999944
SE Nova Lima 6,2016,345/138,CEMIG GT - CEMIG GERAÇÃO E TRANSMISSÃO S.A,657,-43.86365994,-20.19090616,-43.86365994299996,-20.190906161999976
SE Curitiba Norte,2016,230/138,COPEL-GT - COPEL GERAÇÃO E TRANSMISSÃO S.A,658,-49.31784366,-25.23455201,-49.31784365699997,-25.234552014999963
SE Itarema V,2016,"230/34,5",ITAREMA V - EOLICA ITAREMA V S.A.,659,-39.8893982,-2.96552085,-39.889398203999974,-2.965520850999951
SE Gentio do Ouro I,2016,"230/138/34,5",ASSURUÁ II - PARQUE EOLICO ASSURUA II S.A.,660,-42.69189183,-11.1340984,-42.691891829999975,-11.13409840099996
SE UHE Teles Pires,-,500,-,661,-56.773427,-9.34110893,-56.77342700099996,-9.341108925999947
SE UHE Salto,2010,"230/13,8",RIO VERDE - Rio Verde Energia S/A,662,-51.16640798,-18.81013533,-51.166407978999985,-18.810135326999955
SE UTE Caçu I,-,230,-,663,-51.00820553,-18.78953911,-51.00820552799996,-18.789539108999975
SE UHE Barra dos Coqueiros,2010,"230/13,8",GERDAU SA - Gerdau Acos Longos SA,664,-51.00182698,-18.72296389,-51.001826979999976,-18.72296389299993
SE UHE Salto do Rio Verdinho,2010,"230/13,8",CBA - Companhia Brasileira de Aluminio,665,-50.75171405,-19.14346565,-50.751714051999954,-19.143465651999975
SE UHE Eng. José Luiz Müller de Godoy Pereira (Foz do Rio Claro),2010,"230/13,8",FOZ DO RIO CLARO - Foz do Rio Claro Energia S.A.,666,-50.64635961,-19.12041359,-50.646359608999944,-19.120413592999967
SE Pimental,2016,230/69,NORTE ENERGIA SA - NORTE ENERGIA SA,667,-51.89997605,-3.43828492,-51.89997605299993,-3.438284924999948
SE Garabi I,-,500,CIEN - Companhia de Interconexão Energética,668,-55.6717653,-28.25492045,-55.67176530499995,-28.25492044999993
SE Pontal,2016,230,-,669,-50.80241982,-30.27926839,-50.802419816999986,-30.27926839199995
SE Paranatama,2015,"230/34,5",SERRA DAS VACAS I - EOLICA SERRA DAS VACAS I S.A.,670,-36.73266039,-8.90821286,-36.73266038699995,-8.908212857999956
SE São Clemente,2016,"230/34,5",VENTOS S CLEMENTE 1 - VENTOS DE SAO CLEMENTE I ENERGIAS RENOVAVEIS S.A,671,-36.73613182,-8.75945144,-36.73613182399998,-8.759451438999974
SE Candiota,2015,500/230,ELETROBRAS - Centrais Elétricas Brasileiras S/A,672,-53.69049431,-31.57102619,-53.69049430999996,-31.57102618999994
SE São Basílio,2016,230/138,EOL BRITE - Central Eólica Brite Ltda,673,-40.58044411,-7.39763187,-40.58044411199995,-7.397631872999966
SE Chapadinha I,2017,230,V SANTA ALBERTINA - VENTOS DE SANTA ALBERTINA ENERGIAS RENOVÁVEIS S.A.,674,-40.62514632,-8.00259817,-40.62514631999994,-8.002598169999942
SE Lagoa do Carro,2020,230,-,675,-35.33985152,-7.86240972,-35.33985151799993,-7.862409715999945
SE Babilônia,2018,230,-,676,-41.22882547,-10.9703317,-41.22882547199998,-10.97033169599996
SE Cutia,2018,"230/34,5",ENERGIA EOLICA CUTIA - USINA DE ENERGIA EOLICA CUTIA S/A,677,-35.92838845,-5.11953695,-35.928388446999975,-5.119536946999972
SE Santo Inácio,2017,230,SANTO INÁCIO III - CENTRAL EÓLICA SANTO INÁCIO III S A,678,-37.30596006,-4.78693492,-37.305960063999976,-4.786934924999969
SE Pedra Cheirosa,-,230,PEDRA CHEIROSA I - PEDRA CHEIROSA I ENERGIA S.A.,679,-39.73738349,-3.00318673,-39.73738348799998,-3.0031867289999354
SE Coletora Lapa,-,230,-,680,-43.35242549,-13.30991936,-43.35242549399993,-13.30991936199996
SE Ventos da Bahia II,2018,230,VENTOS DA BAHIA I - Parque Eólico Ventos da Bahia I,681,-41.49045541,-11.98151374,-41.49045540599997,-11.981513740999958
SE Delfina,2017,230,EOL DELFINA A - ENEL GREEN POWER DELFINA A EÓLICA S.A.,682,-40.93120052,-10.00766381,-40.93120051699998,-10.007663805999925
SE Cristalândia,2017,230,CRISTALANDIA I - ENEL GREEN POWER CRISTALANDIA I EOLICA S.A.,683,-41.53276319,-14.03170889,-41.53276319099996,-14.031708885999933
SE Nova Olinda,2017,500,N OLINDA NORTE SOLAR - ENEL GREEN POWER NOVA OLINDA NORTE SOLAR S.A.,684,-42.55642477,-8.19380943,-42.55642477299995,-8.193809432999956
SE UTE Pampa Sul,-,525,-,685,-53.78074077,-31.45109043,-53.78074076699994,-31.451090428999976
SE Paulino Neves,2017,500,OMEGA EI 1 - OMEGA Energia e Implantação 1 SA,686,-42.59615665,-2.72835054,-42.59615665299998,-2.7283505359999367
SE Casa Nova II,2017,"230/34,5",CHESF - CHESF - Companhia Hidro Elétrica do São Francisco,687,-41.02807539,-9.2863429,-41.028075393999984,-9.286342899999966
SE Amazonas,-,"230/34,5",-,688,-36.9377529,-5.03144935,-36.937752899999964,-5.0314493469999775
SE São Miguel,2019,230,SM GERAÇÃO - SM GERACAO DE ENERGIA EOLICA LTDA,689,-35.78580237,-5.26755255,-35.78580237399996,-5.267552547999969
SE Serra Azul,2015,"230/34,5",DAMASCENA - Enel Green Power Damascena Eólica SA,690,-41.45804035,-11.86072991,-41.458040349999976,-11.860729913999933
SE UHE Cachoeira Caldeirão,-,230,-,691,-51.29126962,0.85206859,-51.291269616999955,0.8520685850000405
SE Pedra Branca,2013,"230/34,5",PEDRA BRANCA - PEDRA BRANCA SA,692,-41.08979248,-9.85704559,-41.089792476999946,-9.857045590999974
SE Morro do Chapéu Sul,2018,230,MORRO DO CHAPÉU I - Enel Green Power Morro do Chapéu I Eólica SA,693,-41.31553669,-11.5932467,-41.315536693999945,-11.593246698999963
SE Campo Largo,2018,230,CLWP EÓLICA I - CLWP EOLICA PARQUE I S.A,694,-41.46620479,-10.4545942,-41.46620479099994,-10.454594204999978
SE Poções III,2019,500/230,EDTE - EDTE Empresa Diamantina de Transmissão de Energia S.A.,695,-40.38498731,-14.51536784,-40.38498730899994,-14.515367839999954
SE GPEXPAN,2019,230,ACAUA ENERGIA - ACAUA ENERGIA S/A,696,-42.63239655,-14.3950284,-42.63239655399997,-14.39502839599993
SE UTE Prosperidade I,2018,230,IMETAME - IMETAME ENERGIA LTDA,697,-38.20849613,-12.49939402,-38.20849612899997,-12.499394020999944
SE Medianeira Norte,2019,230,-,698,-54.09523374,-25.27184594,-54.09523373899998,-25.271845937999956
SE Curitiba Centro,2019,230,-,699,-49.25319176,-25.43699417,-49.25319176499994,-25.43699417299996
SE Salobo,-,230,-,700,-50.51461971,-5.78606394,-50.51461970899993,-5.786063941999942
SE Serra Norte,2012,230,ELETRONORTE - Centrais Elétricas do Norte do Brasil S/A,701,-50.14243069,-6.02701614,-50.14243068799993,-6.027016135999929
SE Mel,2020,500,-,702,-37.04919672,-5.13162498,-37.04919671699997,-5.1316249769999445
SE Araças,2014,230,EOL DOS ARAÇAS - Centrais Eólicas dos Araças SA,703,-42.60935817,-14.10285171,-42.60935817099994,-14.102851710999971
SE Morrão,2014,230,EOL MORRÃO - Centrais Elétricas Morrão SA,704,-42.68148319,-14.12868012,-42.68148318999994,-14.128680121999935
"SE Caetité 1, 2 e 3",2014,230,CAETITÉ 2 - Caetité 2 Energia Renovável S.A.,705,-42.49332785,-14.18625357,-42.49332784899997,-14.18625357299993
SE Caetité A,2015,230,CAETITE A - EOLICA CAETITE A S.A.,706,-42.47871541,-14.13809921,-42.47871540799997,-14.138099207999971
SE Klabin Celulose,2015,"230/34,5",KLABIN - Klabin SA,707,-50.73508939,-24.25268273,-50.73508938899994,-24.252682728999957
SE Jandaia,2020,230,-,708,-37.83674591,-4.43902435,-37.836745908999944,-4.439024346999929
SE São Gonçalo,2020,500,EGP SAO GONCALO 1 - ENEL GREEN POWER SAO GONCALO 1 S.A.,709,-45.29051057,-10.09783433,-45.29051057199996,-10.097834330999945
SE UHE São Manoel,2017,500,UHE SAO MANOEL - EMPRESA SÃO MANOEL SA,710,-57.01870168,-9.18085082,-57.018701679999936,-9.180850818999943
SE Cacimbas,2018,230,BONS VENTOS CACIMBAS - GERADORA EOLICA BONS VENTOS DA SERRA 2 S.A.,711,-41.04331222,-3.9068491,-41.04331221599995,-3.906849096999963
SE Horizonte MP,2018,230,HORIZONTE MP - ENEL GREEN POWER HORIZONTE MP SOLAR S.A.,712,-44.08365262,-12.60440104,-44.08365262299998,-12.604401035999956
SE Folha Larga,2020,230,-,713,-40.43746463,-10.35532538,-40.437464628999976,-10.355325376999929
SE Juazeiro Solar,2018,"230/34,5",JUAZEIRO SOLAR I - Central Fotovoltaica Juazeiro Solar I SPE Ltda,714,-40.48925374,-9.53319257,-40.48925374399994,-9.533192570999972
SE Umburanas,2019,"230/34,5",UMBURANAS 1 - CENTRAIS EOLICAS UMBURANAS 1 S.A,715,-41.56875767,-10.67168076,-41.56875767499997,-10.671680764999962
SE Serra da Babilônia,2018,230,-,716,-41.32898757,-11.10329423,-41.328987574999985,-11.103294225999946
SE Monte do Ronca,2020,230,-,717,-36.03208007,-5.17627375,-36.03208006899996,-5.17627374999995
SE Folha Larga Sul,2020,230,-,718,-40.51698481,-10.4578568,-40.516984814999944,-10.457856798999956
SE Arizona,2020,500,-,719,-41.00618701,-9.74899494,-41.00618700999996,-9.748994937999953
SE Laranjeiras,2019,230,-,720,-42.66680293,-11.06786628,-42.666802934999964,-11.06786627899993
SE Currais Novos II,2013,230,RIALMA I - RIALMA TRANSMISSORA DE ENERGIA I S.A.,721,-36.54528267,-6.26495124,-36.545282665999935,-6.264951235999945
SE Rio Alto,2018,"230/34,5",COREMAS I - COREMAS I GERAÇÃO DE ENERGIA SPE SA,722,-37.98948733,-6.96613682,-37.98948733399993,-6.966136818999928
SE CQR,-,230,-,723,-38.30893561,-12.65318739,-38.308935608999946,-12.65318739099996
SE UTE Camaçari,-,230,-,724,-38.34843793,-12.62152531,-38.34843793099998,-12.62152531199996
SE Caraíba Metais,-,230,-,725,-38.36965558,-12.62182405,-38.36965558299994,-12.62182404899994
SE Ferbasa,-,230,-,726,-38.34449894,-12.39918484,-38.34449894399995,-12.399184843999933
SE Mineração Mirabela,-,230,-,727,-39.72726312,-14.17903301,-39.72726312299994,-14.17903300599994
SE Dow,-,230,-,728,-38.47629588,-12.76567108,-38.47629587899996,-12.765671078999958
SE Atlântica,-,230,-,729,-50.31825325,-30.30073539,-50.31825324699997,-30.30073538599993
SE Calcário,-,230,-,730,-37.79204148,-5.03735542,-37.79204148499997,-5.037355418999937
SE Rosana,-,230/138,-,731,-52.87564492,-22.60063588,-52.87564491899997,-22.600635875999956
SE Alta Paulista,2021,440,IE AGUAPEI - INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.,732,-51.16051901,-21.64127441,-51.16051901499998,-21.64127440699997
SE Baguaçu,2021,440,IE AGUAPEI - INTERLIGAÇÃO ELÉTRICA AGUAPEÍ S.A.,733,-50.28113246,-21.14530026,-50.281132464999985,-21.145300261999978
SE Aventura II-V,2021,230,Central Eólica Aventura II S.A.,734,-35.7755222,-5.33467933,-35.77552220499996,-5.33467933299994
SE Arinos 2,2021,500,VEREDAS - VEREDAS TRANSMISSORA DE ELETRICIDADE S A,735,-45.97180678,-15.75254124,-45.97180677799997,-15.752541243999929
SE Padre Paraíso 2,2021,500,PARAÍSO TPE - TPE - TRANSMISSORA PARAISO DE ENERGIA S.A.,736,-41.48104293,-17.00844614,-41.48104293199998,-17.008446137999954
SE Mutum,2021,500,CAMINHO DO CAFÉ - TCC TRANSMISSORA CAMINHO DO CAFÉ S A,737,-41.44854434,-19.89573286,-41.44854434299998,-19.89573285599994
SE São Luís IV,2021,500/230/69,EDP MA I - EDP TRANSMISSAO MA I S.A.,1136,-44.3109567,-2.67803287,-44.31095670099995,-2.67803287199996
E-4, ,230, ,1137,-37.84122739,-8.35564624,-37.84122739299994,-8.355646239999942
E-6, ,230, ,1138,-37.35865674,-8.06385617,-37.35865674099995,-8.063856173999966
E-3, ,230, ,1139,-38.16824052,-8.6588685,-38.16824051799995,-8.658868495999968
E-2, ,230, ,1140,-38.29795325,-8.70980633,-38.297953252999946,-8.709806327999956
E-1, ,230, ,1141,-38.36712079,-8.76967031,-38.367120786999976,-8.76967031199996
N-3, ,230, ,1142,-39.20218853,-8.10573737,-39.20218853099993,-8.105737370999975
N-2, ,230, ,1143,-39.33570079,-8.24090145,-39.335700792999944,-8.240901453999982
N-1, ,230, ,1144,-39.45992114,-8.52467347,-39.459921135999934,-8.524673466999957
SE Pitombeira, ,230, ,1145,-37.6473407,-4.60536894,-37.64734069899998,-4.6053689349999445
SE Gameleira,2021,230, ,1146,-35.4893235,-5.24535277,-35.489323500999944,-5.245352773999969
SE Bracell,2021,440, ,1147,-48.80846497,-22.53880077,-48.808464973999946,-22.53880076599995
SE Tubarão Sul,2021,230/138/69,EDP LITORAL SUL - EDP TRANSMISSÃO LITORAL SUL S.A.,1148,-49.10435001,-28.54088654,-49.10435000899997,-28.540886539999974
SE Queimada Nova II,2021,500/230,SERTANEJA - TRANSMISSORA SERTANEJA DE ELETRICIDADE S A,1149,-41.42563605,-8.58936817,-41.42563605399994,-8.589368166999975
SE Siderópolis 2,2021,525/230,EDP ALIANCA - EDP TRANSMISSAO ALIANCA SC S.A.,1549,-49.40948056,-28.55645833,-49.40948055599995,-28.556458332999966
SE Caxias II,2021,230/69,ARTEON Z2 - ARTEON Z2 ENERGIA S.A.,1550,-43.4112608,-4.88354715,-43.41126080099997,-4.883547152999938
SE Vinhedos,2021,230/69,VINEYARDS - SE VINEYARDS TRANSMISSAO DE ENERGIA S.A.,1551,-51.47154137,-29.17546277,-51.47154137499996,-29.17546277499997
SE Santa Luzia II,2021,500,SANTA LUZIA - NEOENERGIA SANTA LUZIA TRANSMISSÃO DE ENERGIA S/A,1552,-36.98467635,-6.9127282,-36.98467634999997,-6.912728197999968
SE Lorena,2021,500/230,IE ITAPURA - INTERLIGAÇÃO ELÉTRICA ITAPURA S.A.,1553,-45.08757833,-22.76541783,-45.087578330999975,-22.765417828999944
SE Dourados 2,2021,230/138,EKTT 12-A - EKTT 12-A SERVICOS DE TRANSMISSAO DE ENERGIA ELETRICA SPE S.A.,1554,-54.69787028,-22.22525241,-54.69787028099995,-22.22525240699997
SE Ponta Grossa,2021,525/230,GRALHA AZUL - GRALHA AZUL TRANSMISSÃO DE ENERGIA SA,1555,-50.32155319,-25.09280067,-50.32155318699995,-25.092800672999942
SE Alex,2021,230, ,1556,-37.96756634,-5.27083635,-37.96756633699994,-5.270836352999936
SE Sol do Sertão,2021,500, ,1557,-42.61027767,-12.32367366,-42.61027767499996,-12.323673657999962
SE Santana II,2021,230,BRE 3 - BRE 3 IMPLANTAÇÃO DE SISTEMAS DE TRANSMISSÃO ELÉTRICA SOCIEDADE,1558,-37.29036824,-9.3535015,-37.29036824499997,-9.353501500999926
SE Itabuna III,2021,230,ARTEON Z3 - ARTEON Z3 ENERGIA S.A,1559,-39.27293633,-14.85784006,-39.27293633399995,-14.85784005599993
SE Presidente Juscelino,2021,500/345,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,1560,-44.0903127,-18.67212911,-44.090312695999955,-18.672129109999958
SE Londrina Sul,2021,230/138,GUAIRA - GUAIRA TRANSMISSORA DE ENERGIA S.A.,1561,-51.235665,-23.38905404,-51.23566499999998,-23.38905404299993
SE Serra Pelada,2021,500,NOVO ESTADO - NOVO ESTADO TRANSMISSORA DE ENERGIA S.A,1562,-49.68473997,-6.07897297,-49.684739967999974,-6.078972973999953
SE União da Vitória Norte,2021,230,GRALHA AZUL - GRALHA AZUL TRANSMISSÃO DE ENERGIA SA,1563,-51.14537863,-26.13436936,-51.145378628999936,-26.134369359999937
SE Guaíba 3,2021,525/230,CHIMARRÃO - CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.,1564,-51.52939799,-30.04809934,-51.52939798899996,-30.048099340999954
SE Candiota 2,2022,525/230,CHIMARRÃO - CHIMARRÃO TRANSMISSORA DE ENERGIA S.A.,1566,-53.68915153,-31.57011196,-53.68915152599993,-31.570111958999973
UTE Jaguatirica II,2022,230, ,1567,-60.67479388,2.96303017,-60.674793877999946,2.963030169000035
SE Abil I,2022,230,ABIL - CENTRAIS EOLICAS ABIL S.A.,1568,-42.57603404,-14.35414171,-42.57603403799993,-14.354141710999954
SE Folha da Serra,2022,230,FOLHA DA SERRA - CENTRAIS EOLICAS FOLHA DA SERRA S.A,1569,-42.56192267,-14.54211619,-42.561922670999934,-14.542116188999955
SE João Monlevade 4,2022,230,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,1570,-43.10706121,-19.80878123,-43.10706121399994,-19.80878122699994
SE Livramento 3,2022,230,SANTANA - SANT’ANA TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,1571,-55.75400098,-30.78614463,-55.75400098399996,-30.786144630999956
SE Guarapuava Oeste,2022,230/138,GRALHA AZUL - GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.,1572,-51.59755705,-25.43321818,-51.59755704599996,-25.43321818499993
SE Itabira 5,2022,500/230,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,1971,-43.33394824,-19.59910737,-43.333948239999984,-19.599107368999967
SE Castro Norte,2022,230,GRALHA AZUL - GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.,1972,-50.05812218,-24.77565263,-50.05812217899995,-24.77565262899998
SE Tamboril II,2022,230,ACÁCIA - CENTRAIS EOLICAS ACACIA S.A.,1973,-42.69253855,-13.8884591,-42.69253854799996,-13.888459099999977
SE Cumaru,2021,230, ,1974,-35.80167382,-5.16202109,-35.80167382199994,-5.16202108799996
SE Serrote,2021,230,,1975,-39.34922312,-3.30192729,-39.349223122999945,-3.3019272939999382
SE Braúnas,2022,230,,2376,-42.73002016,-19.11493544,-42.730020164999985,-19.11493543599994
SE Lagos,2022,345,-,2377,-41.98634532,-22.4097431,-41.98634531599998,-22.409743099999957
SE João Pessoa II,2022,500/230,Borborema Transmissão de Energia S.A,2378,-34.92738594,-7.21838626,-34.92738594499997,-7.218386256999963
SE Torres 2,2022,230/69,LITORAL SUL - LITORAL SUL TRANSMISSORA DE ENERGIA LTDA,2379,-49.80385642,-29.31099537,-49.80385642199997,-29.310995367999965
SE Lavras,2022,230,Lavras 1 Energias Renováveis S.A.,2380,-38.93284654,-3.79158342,-38.93284653999996,-3.7915834189999487
SE Marlim Azul,2022,500, ,2381,-41.86842344,-22.36108102,-41.86842344099995,-22.361081017999936
SE Sorriso II,2022,230, ,2382,-55.64923091,-12.43331818,-55.64923090599996,-12.433318175999943
SE Ratones,2022,230/138,IE BIGUAÇU - INTERLIGAÇÃO ELÉTRICA BIGUAÇU S.A.,2383,-48.50141792,-27.48436265,-48.50141791899995,-27.484362645999965
SE UTE GNA I,2021,345, ,2384,-41.01839142,-21.84510513,-41.018391418999954,-21.845105133999937
SE Monte Verde,2022,500, ,2385,-36.21525291,-5.44651165,-36.215252910999936,-5.4465116539999485
SE Feira de Santana III,2022,230,FS TRANSMISSORA - FS TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,2386,-38.93316099,-12.12548354,-38.933160989999976,-12.125483535999933
SE Oitis,2022,500,NEO - NEOENERGIA OPERAÇÃO E MANUTENÇÃO S.A.,2387,-41.73592351,-9.04033879,-41.73592351499997,-9.040338793999979
SE Ventos do Piauí II,2022,230,SANTO ALDERICO - VENTOS DE SANTO ALDERICO ENERGIAS RENOVÁVEIS S.A.,2388,-40.67067007,-8.04197319,-40.670670066999946,-8.041973191999944
SE Ventos do Piauí III,2022,230,SÃO BERNARDO - VENTOS DE SÃO BERNARDO ENERGIAS RENOVÁVEIS S.A.,2389,-40.57404818,-7.99073213,-40.574048183999935,-7.990732133999927
SE Afonso Bezerra,2022,230,AFONSO BEZERRA I - AFONSO BEZERRA I GERACAO DE ENERGIA SPE S.A,2390,-36.49952079,-5.38249624,-36.499520787999984,-5.382496235999952
SE Tucano,2022,500,TUCANO F2 - TUCANO F2 GERACAO DE ENERGIAS SPE S.A.,2391,-38.79116289,-11.28591272,-38.79116288599994,-11.285912718999953
SE Mata Norte,2022,230/69,ITAMARACA - ITAMARACÁ TRANSMISSORA SPE S.A.,2787,-34.95891455,-7.62729267,-34.958914550999964,-7.627292674999978
SE FIAT,2022,230, ,2788,-34.96089945,-7.62457715,-34.960899446999974,-7.624577147999958
SE Serra do Seridó,2022,500,Parque Eolico Serra do Serido II S.A.,2789,-36.80008163,-6.99101753,-36.800081632999934,-6.991017527999929
SE Jerusalem,2022,500,Esperanza Transmissora de Energia S.A.,2790,-36.12264548,-5.65877909,-36.122645475999946,-5.658779089999939
SE Dianópolis II,2022,230/138,ENERG TOCANTINS - ENERGISA TOCANTINS TRANSMISSORA DE ENERGIA S.A.,2791,-46.79198633,-11.62462985,-46.791986330999976,-11.624629846999937
SE Vila Maria,2022,230/138,CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.,3189,-52.08229021,-28.55454462,-52.082290213999954,-28.554544620999934
SE Cruz Alta 2,2022,230/69,MEZ 4 ENERGIA - MEZ 4 ENERGIA S.A.,3190,-53.64538452,-28.66366844,-53.64538451899995,-28.663668436999956
SE Timóteo 2,2022,230/69,TIMOTEO MESQUITA - EMPRESA DE TRANSMISSÃO TIMÓTEO MESQUITA LTDA,3191,-42.60357411,-19.53520113,-42.603574107999975,-19.53520113199994
SE Maçambará 3,2023,230,SANTANA - SANT’ANA TRANSMISSORA DE ENERGIA ELÉTRICA S.A.,3192,-56.06375112,-29.15871297,-56.06375112099994,-29.158712970999943
SE Jaíba,2022,230,SOLARIS - SOLARIS TRANSMISSÃO DE ENERGIA S.A.,3193,-43.715456,-15.29464602,-43.715456002999986,-15.29464601999996
SE Comperj,2022,345,FURNAS - FURNAS CENTRAIS ELÉTRICAS S.A.,3194,-42.85891828,-22.6496311,-42.858918281999934,-22.649631100999954
SE Paranavaí Norte,2023,230/138,IE IVAI - INTERLIGAÇÃO ELÉTRICA IVAÍ S.A.,3195,-52.4473306,-23.03324583,-52.44733059899994,-23.03324582999994
SE Rio Formoso,2023,230/138,RIO FORMOSO - NEOENERGIA RIO FORMOSO TRANSMISSAO E ENERGIA S.A.,3196,-45.87860082,-14.58359162,-45.87860082199995,-14.583591622999961
SE Jeremoabo,2023,500,-,3197,-38.29879768,-10.16283197,-38.298797682999975,-10.162831968999967
SE Irati Norte,2023,230/138,GRALHA AZUL - GRALHA AZUL TRANSMISSÃO DE ENERGIA S.A.,3198,-50.66545581,-25.36757701,-50.66545581299994,-25.36757701299996
SE João Neiva 2,2023,500/345/138,"IE ITAÚNAS - INTERLIGAÇÃO ELÉTRICA ITAÚNAS S.A.
",3199,-40.39251674,-19.77256571,-40.39251673999996,-19.772565708999934
SE Osório 3,2023,230,CPFL SUL II - CPFL TRANSMISSÃO DE ENERGIA SUL II LTDA.,3200,-50.31680842,-29.90621267,-50.31680842499998,-29.906212666999977
SE UFV Futura,2023,500, ,3201,-40.68653892,-9.65997953,-40.68653891799994,-9.659979525999972
SE Coletora Santo Agostinho,2023,"500/34,5",ENGIE - ENGIE BRASIL ENERGIA S.A.,3202,-36.21833959,-5.5754324,-36.218339585999956,-5.575432399999954
SE Rio do Vento II,2023,"500/34,5",CVER - Casa dos Ventos Energias Renováveis SA,3203,-35.92183156,-5.78453696,-35.921831563999945,-5.784536955999954
SE Ciranda,2023,230,CIRANDA 4 - CIRANDA 4 ENERGIAS RENOVÁVEIS S.A.,3204,-38.62764161,-7.96373543,-38.62764160599994,-7.963735433999943
SE Alagoinhas II,2023,230,BRE 2 - BRE 2 IMPLANTAÇÃO DE SISTEMAS DE TRANSMISSÃO ELÉTRICA SOCIEDADE,3205,-38.39485703,-12.06110216,-38.39485702999997,-12.06110216299993
SE Sarzedo,2023,345,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,3206,-44.17477239,-20.04360061,-44.17477238599997,-20.043600608999952
SE Betim 6,2023,345/138,MANTIQUEIRA TRANSMIS - MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,3207,-44.23714182,-19.89552496,-44.237141821999955,-19.895524959999932
SE Jandaíra II,2023,500/230,ARGO VI - ARGO VI TRANSMISSAO DE ENERGIA S.A,3208,-36.01904192,-5.41041534,-36.019041923999964,-5.410415344999933
SE Juruti,2023,230/138,PARINTINS AMAZONAS - PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A.,3209,-56.05913865,-2.25916062,-56.05913865499997,-2.259160620999978
SE Tomé-Açu,2023,230/138,ETEPA - ETEPA - EMPRESA TRANSMISSORA DE ENERGIA DO PARA S.A.,3210,-48.13997578,-2.35469771,-48.13997577599997,-2.3546977059999676
SE Tanque Novo,2023,230, ,3211,-42.58361976,-13.68772934,-42.58361976499998,-13.687729340999965
SE Quina,-,500/230, ,3212,-42.67214256,-14.00884971,-42.67214255799996,-14.008849707999957
SE Feijó,2023,230/69,ACRE - TRANSMISSORA ACRE SPE S.A.,3213,-70.55422226,-8.19143537,-70.55422226199994,-8.191435369999965
